NFL,Devin Funchess,WR,Carolina Panthers
NFL,Carolina Panthers,DST,Carolina Panthers
NFL,Matt Bryant,K,Atlanta Falcons
NFL,Dan Bailey,K,Dallas Cowboys
NFL,D'Onta Foreman,RB,Houston Texans
NFL,New York Giants,DST,New York Giants
NFL,Alex Smith,QB,Kansas City Chiefs
NFL,David Njoku,TE,Cleveland Browns
NFL,Allen Hurns,WR,Jacksonville Jaguars
NFL,Mason Crosby,K,Green Bay Packers
NFL,Jalen Richard,RB,Oakland Raiders
NFL,Wendell Smallwood,RB,Philadelphia Eagles
NFL,Torrey Smith,WR,Philadelphia Eagles
NFL,Nelson Agholor,WR,Philadelphia Eagles
NFL,Joe Williams,RB,San Fransisco 49ers
NFL,Danny Amendola,WR,New England Patriots
NFL,T.J. Yeldon,RB,Jacksonville Jaguars
NFL,Malcolm Mitchell,WR,New England Patriots
NFL,Zach Miller,TE,Chicago Bears
NFL,Tavon Austin,WR,Los Angeles Rams
NFL,Austin Seferian-Jenkins,TE,New York Jets
NFL,Charcandrick West,RB,Kansas City Chiefs
NFL,Jacksonville Jaguars,DST,Jacksonville Jaguars
NFL,Chris Conley,WR,Kansas City Chiefs
NFL,Adam Vinatieri,K,Indianapolis Colts
NFL,Mike Williams,WR,Los Angeles Chargers
NFL,Los Angeles Rams,DST,Los Angeles Rams
NFL,Robert Turbin,RB,Indianapolis Colts
NFL,Jerick McKinnon,RB,Minnesota Vikings
NFL,Will Fuller,WR,Houston Texans
NFL,Tim Hightower,RB,San Fransisco 49ers
NFL,Chris Carson,RB,Seattle Seahawks
NFL,Devontae Booker,RB,Denver Broncos
NFL,Brian Hoyer,QB,San Fransisco 49ers
NFL,Jesse James,TE,Pittsburgh Steelers
NFL,Dwayne Allen,TE,New England Patriots
NFL,Matt Prater,K,Detroit Lions
NFL,Vance McDonald,TE,Pittsburgh Steelers
NFL,Benjamin Watson,TE,Baltimore Ravens
NFL,Paul Richardson,WR,Seattle Seahawks
NFL,Philadelphia Eagles,DST,Philadelphia Eagles
NFL,Cincinnati Bengals,DST,Cincinnati Bengals
NFL,Tyler Boyd,WR,Cincinnati Bengals
NFL,Baltimore Ravens,DST,Baltimore Ravens
NFL,Pittsburgh Steelers,DST,Pittsburgh Steelers
NFL,Cairo Santos,K,Kansas City Chiefs
NFL,Steven Hauschka,K,Buffalo Bills
NFL,Dustin Hopkins,K,Washington Redskins
NFL,Deshaun Watson,QB,Houston Texans
NFL,De'Angelo Henderson,RB,Denver Broncos
NFL,Trevor Siemian,QB,Denver Broncos
NFL,Kyle Juszczyk,RB,San Fransisco 49ers
NFL,James Conner,RB,Pittsburgh Steelers
NFL,Jeremy Kerley,WR,San Fransisco 49ers
NFL,ArDarius Stewart,WR,New York Jets
NFL,Marquise Goodwin,WR,San Fransisco 49ers
NFL,Eli Rogers,WR,Pittsburgh Steelers
NFL,Curtis Samuel,WR,Carolina Panthers
NFL,Chris Boswell,K,Pittsburgh Steelers
NFL,Los Angeles Chargers,DST,Los Angeles Chargers
NFL,Jaron Brown,WR,Arizona Cardinals
NFL,Jared Goff,QB,Los Angeles Rams
NFL,Will Lutz,K,New Orleans Saints
NFL,Brandon LaFell,WR,Cincinnati Bengals
NFL,Sebastian Janikowski,K,Oakland Raiders
NFL,Tyler Higbee,TE,Los Angeles Rams
NFL,Terrance Williams,WR,Dallas Cowboys
NFL,Jermaine Gresham,TE,Arizona Cardinals
NFL,Braxton Miller,WR,Houston Texans
NFL,Chris Ivory,RB,Jacksonville Jaguars
NFL,Laquon Treadwell,WR,Minnesota Vikings
NFL,Tarik Cohen,RB,Chicago Bears
NFL,Atlanta Falcons,DST,Atlanta Falcons
NFL,Graham Gano,K,Carolina Panthers
NFL,Tampa Bay Buccaneers,DST,Tampa Bay Buccaneers
NFL,Orleans Darkwa,RB,New York Giants
NFL,Travis Benjamin,WR,Los Angeles Chargers
NFL,Buffalo Bills,DST,Buffalo Bills
NFL,Oakland Raiders,DST,Oakland Raiders
NFL,Alfred Morris,RB,Dallas Cowboys
NFL,Brandon McManus,K,Denver Broncos
NFL,Matt Breida,RB,San Fransisco 49ers
NFL,Ryan Mathews,RB,FA
NFL,Aaron Jones,RB,Green Bay Packers
NFL,Tennessee Titans,DST,Tennessee Titans
NFL,Michael Floyd,WR,Minnesota Vikings
NFL,JuJu Smith-Schuster,WR,Pittsburgh Steelers
NFL,Jeremy McNichols,RB,Tampa Bay Buccaneers
NFL,Dion Sims,TE,Chicago Bears
NFL,Tom Savage,QB,Houston Texans
NFL,DeShone Kizer,QB,Cleveland Browns
NFL,Green Bay Packers,DST,Green Bay Packers
NFL,Chandler Catanzaro,K,New York Jets
NFL,Mike Glennon,QB,Chicago Bears
NFL,Will Tye,TE,New York Giants
NFL,Zach Zenner,RB,Detroit Lions
NFL,Mitch Trubisky,QB,Chicago Bears
NFL,Maxx Williams,TE,Baltimore Ravens
NFL,Miami Dolphins,DST,Miami Dolphins
NFL,Erik Swoope,TE,Indianapolis Colts
NFL,Mychal Rivera,TE,Jacksonville Jaguars
NFL,Seth Roberts,WR,Oakland Raiders
NFL,Adam Humphries,WR,Tampa Bay Buccaneers
NFL,Gerald Everett,TE,Los Angeles Rams
NFL,Javorius Allen,RB,Baltimore Ravens
NFL,Markus Wheaton,WR,Chicago Bears
NFL,Indianapolis Colts,DST,Indianapolis Colts
NFL,Vernon Davis,TE,Washington Redskins
NFL,Victor Cruz,WR,Chicago Bears
NFL,Chris Godwin,WR,Tampa Bay Buccaneers
NFL,Wayne Gallman,RB,New York Giants
NFL,Taywan Taylor,WR,Tennessee Titans
NFL,Jaelen Strong,WR,Houston Texans
NFL,Branden Oliver,RB,Los Angeles Chargers
NFL,Blair Walsh,K,Seattle Seahawks
NFL,Caleb Sturgis,K,Philadelphia Eagles
NFL,Jeremy Langford,RB,Chicago Bears
NFL,Nick Novak,K,Houston Texans
NFL,Roberto Aguayo,K,Chicago Bears
NFL,New York Jets,DST,New York Jets
NFL,Mike Nugent,K,New York Giants
NFL,Charone Peake,WR,New York Jets
NFL,Jermaine Kearse,WR,Seattle Seahawks
NFL,A.J. Derby,TE,Denver Broncos
NFL,Gary Barnidge,TE,FA
NFL,Jimmy Garoppolo,QB,New England Patriots
NFL,Kenyan Drake,RB,Miami Dolphins
NFL,Chicago Bears,DST,Chicago Bears
NFL,Nick Folk,K,Tampa Bay Buccaneers
NFL,Brandon Coleman,WR,New Orleans Saints
NFL,Washington Redskins,DST,Washington Redskins
NFL,Jonnu Smith,TE,Tennessee Titans
NFL,Phil Dawson,K,Arizona Cardinals
NFL,Josh Lambo,K,Los Angeles Chargers
NFL,Dede Westbrook,WR,Jacksonville Jaguars
NFL,Chad Williams,WR,Arizona Cardinals
NFL,Ladarius Green,TE,FA
NFL,Josh McCown,QB,New York Jets
NFL,Jordan Leggett,TE,New York Jets
NFL,Alfred Blue,RB,Houston Texans
NFL,Trey Burton,TE,Philadelphia Eagles
NFL,Tajae Sharpe,WR,Tennessee Titans
NFL,Andre Ellington,RB,Arizona Cardinals
NFL,Kasen Williams,WR,Seattle Seahawks
NFL,Virgil Green,TE,Denver Broncos
NFL,Seth DeValve,TE,Cleveland Browns
NFL,Lance Dunbar,RB,Los Angeles Rams
NFL,Nick Boyle,TE,Baltimore Ravens
NFL,Benny Cunningham,RB,Chicago Bears
NFL,Matt Jones,RB,Washington Redskins
NFL,Deonte Thompson,WR,Chicago Bears
NFL,Phillip Dorsett,WR,Indianapolis Colts
NFL,Chris Johnson,RB,Arizona Cardinals
NFL,George Kittle,TE,San Fransisco 49ers
NFL,Paxton Lynch,QB,Denver Broncos
NFL,Brian Quick,WR,Washington Redskins
NFL,Aldrick Robinson,WR,San Fransisco 49ers
NFL,Kenneth Farrow,RB,Los Angeles Chargers
NFL,Brock Osweiler,QB,Cleveland Browns
NFL,Rashard Higgins,WR,Cleveland Browns
NFL,Dallas Cowboys,DST,Dallas Cowboys
NFL,Larry Donnell,TE,Baltimore Ravens
NFL,Xavier Grimble,TE,Pittsburgh Steelers
NFL,Albert Wilson,WR,Kansas City Chiefs
NFL,Carlos Henderson,WR,Denver Broncos
NFL,Luke Willson,TE,Seattle Seahawks
NFL,Jalin Marshall,WR,New York Jets
NFL,Ryan Switzer,WR,Dallas Cowboys
NFL,Malcolm Brown,RB,Los Angeles Rams
NFL,Cody Kessler,QB,Cleveland Browns
NFL,Aldrick Rosas,K,New York Giants
NFL,Robbie Gould,K,San Fransisco 49ers
NFL,Ryan Succop,K,Tennessee Titans
NFL,Garrett Celek,TE,San Fransisco 49ers
NFL,Josh Gordon,WR,Cleveland Browns
NFL,Detroit Lions,DST,Detroit Lions
NFL,Dontrelle Inman,WR,Los Angeles Chargers
NFL,Jason Myers,K,Jacksonville Jaguars
NFL,Clive Walford,TE,Oakland Raiders
NFL,Josh Hill,TE,New Orleans Saints
NFL,New Orleans Saints,DST,New Orleans Saints
NFL,Cleveland Browns,DST,Cleveland Browns
NFL,Lance Kendricks,TE,Green Bay Packers
NFL,Ronnie Hillman,RB,Dallas Cowboys
NFL,Andre Holmes,WR,Buffalo Bills
NFL,Ryan Griffin,TE,Houston Texans
NFL,Damien Williams,RB,Miami Dolphins
NFL,C.J. Spiller,RB,Kansas City Chiefs
NFL,Kamar Aiken,WR,Indianapolis Colts
NFL,Adam Shaheen,TE,Chicago Bears
NFL,Mike Tolbert,RB,Buffalo Bills
NFL,Dorial Green-Beckham,WR,FA
NFL,Leonte Carroo,WR,Miami Dolphins
NFL,Pharoh Cooper,WR,Los Angeles Rams
NFL,Travaris Cadet,RB,New Orleans Saints
NFL,Elijah Hood,RB,Oakland Raiders
NFL,Dwayne Washington,RB,Detroit Lions
NFL,Donnel Pumphrey,RB,Philadelphia Eagles
NFL,Rico Gathers,TE,Dallas Cowboys
NFL,Chester Rogers,WR,Indianapolis Colts
NFL,Matt Moore,QB,Miami Dolphins
NFL,Cordarrelle Patterson,WR,Oakland Raiders
NFL,Corey Clement,RB,Philadelphia Eagles
NFL,DeAngelo Williams,RB,FA
NFL,Geronimo Allison,WR,Green Bay Packers
NFL,Elijah McGuire,RB,New York Jets
NFL,C.J. Uzomah,TE,Cincinnati Bengals
NFL,Rashad Jennings,RB,FA
NFL,Brian Hill,RB,Atlanta Falcons
NFL,Wendall Williams,WR,Houston Texans
NFL,Niles Paul,TE,Washington Redskins
NFL,Cameron Artis-Payne,RB,Carolina Panthers
NFL,Kerwynn Williams,RB,Arizona Cardinals
NFL,Jeff Janis,WR,Green Bay Packers
NFL,Fitzgerald Toussaint,RB,Pittsburgh Steelers
NFL,Sammie Coates,WR,Pittsburgh Steelers
NFL,Shaun Draughn,RB,New York Giants
NFL,Justin Hunter,WR,Pittsburgh Steelers
NFL,Josh Reynolds,WR,Los Angeles Rams
NFL,Matt Asiata,RB,Detroit Lions
MLB,Mike Trout,"CF,DH",Los Angeles Angels of Anaheim
MLB,Paul Goldschmidt,1B,Arizona Diamondbacks
MLB,Jose Altuve,2B,Houston Astros
MLB,Nolan Arenado,3B,Colorado Rockies
MLB,Charlie Blackmon,CF,Colorado Rockies
MLB,Giancarlo Stanton,RF,Miami Marlins
MLB,Max Scherzer,SP,Washington Nationals
MLB,Chris Sale,SP,Boston Red Sox
MLB,Manny Machado,"3B,SS",Baltimore Orioles
MLB,Joey Votto,1B,Cincinnati Reds
MLB,Kris Bryant,"1B,3B,LF,RF",Chicago Cubs
MLB,Clayton Kershaw,SP ,Los Angeles Dodgers
MLB,Anthony Rizzo,"1B,2B",Chicago Cubs
MLB,Mookie Betts,RF,Boston Red Sox
MLB,Corey Kluber,SP,Cleveland Indians
MLB,Freddie Freeman,"1B,3B",Atlanta Braves
MLB,Corey Seager,SS,Los Angeles Dodgers
MLB,George Springer,"CF,RF",Houston Astros
MLB,Edwin Encarnacion,"1B,DH",Cleveland Indians
MLB,Nelson Cruz,"RF,DH",Seattle Mariners
MLB,J.D. Martinez,RF,Arizona Diamondbacks
MLB,Jose Abreu,"1B,DH",Chicago White Sox
MLB,Daniel Murphy,"1B,2B",Washington Nationals
MLB,Aaron Judge,"RF,DH",New Yorks Yankees
MLB,Andrew McCutchen,"CF,RF",Pittsburgh Steelers
MLB,Robinson Cano,2B,Seattle Mariners
MLB,Josh Donaldson,"3B,DH",Toronto Blue Jays
MLB,Francisco Lindor,SS,Cleveland Indians
MLB,Cody Bellinger,"1B,LF,RF ",Los Angeles Dodgers
MLB,Yu Darvish,SP,Los Angeles Dodgers
MLB,Miguel Cabrera,"1B,DH",Detroit Tigers
MLB,Anthony Rendon,3B,Washington Nationals
MLB,Justin Upton,"LF,CF",Detroit Tigers
MLB,Ryan Braun,LF,Milwaukee Brewers
MLB,Zack Greinke,SP,Arizona Diamondbacks
MLB,Christian Yelich,"LF,CF",Miami Marlins
MLB,A.J. Pollock,CF,Arizona Diamondbacks
MLB,Jose Ramirez,"2B,3B,LF",Cleveland Indians
MLB,Adrian Beltre,"3B,DH",Texas Rangers
MLB,Ryan Zimmerman,1B,Washington Nationals
MLB,Dee Gordon,2B,Miami Marlins
MLB,Marcell Ozuna,"LF,CF,RF",Miami Marlins
MLB,Madison Bumgarner,SP,San Fransisco Giants
MLB,Buster Posey,"C,1B,DH",San Fransisco Giants
MLB,Carlos Correa,SS ,Houston Astros
MLB,Jacob deGrom,SP,New Yorks Mets
MLB,Chris Archer,SP,Tampa Bay Rays
MLB,Jake Arrieta,SP,Chicago Cubs
MLB,Carlos Carrasco,SP,Cleveland Indians
MLB,Kenley Jansen,RP,Los Angeles Dodgers
MLB,Carlos Martinez,SP,St. Louis Cardinals
MLB,Jonathan Schoop,2B,Baltimore Orioles
MLB,Miguel Sano,"1B,3B,RF,DH ",Minnesota Twins
MLB,Stephen Strasburg,SP,Washington Nationals
MLB,Brian Dozier,2B,Minnesota Twins
MLB,Elvis Andrus,SS,Texas Rangers
MLB,Justin Turner,3B,Los Angeles Dodgers
MLB,Dallas Keuchel,SP,Houston Astros
MLB,Matt Carpenter,"1B,2B,3B",St. Louis Cardinals
MLB,Wil Myers,"1B,RF",San Diego Padres
MLB,Billy Hamilton,CF,Cincinnati Reds
MLB,DJ LeMahieu,2B,Colorado Rockies
MLB,Gary Sanchez,"C,DH",New Yorks Yankees
MLB,Trea Turner,"2B,SS,CF",Washington Nationals
MLB,Kyle Seager,3B,Seattle Mariners
MLB,Jake Lamb,3B,Arizona Diamondbacks
MLB,Craig Kimbrel,RP,Boston Red Sox
MLB,Bryce Harper,RF ,Washington Nationals
MLB,Andrew Benintendi,"LF,CF",Boston Red Sox
MLB,Justin Verlander,SP,Detroit Tigers
MLB,Adam Jones,CF,Baltimore Orioles
MLB,Khris Davis,"LF,DH",Oakland A's
MLB,Jean Segura,"2B,SS",Seattle Mariners
MLB,Wade Davis,RP,Chicago Cubs
MLB,Alex Wood,"SP,RP ",Los Angeles Dodgers
MLB,Robbie Ray,SP,Arizona Diamondbacks
MLB,Evan Longoria,"3B,DH",Tampa Bay Rays
MLB,Jose Quintana,SP,Chicago Cubs
MLB,Xander Bogaerts,SS,Boston Red Sox
MLB,Eric Hosmer,1B,Kansas City Royals
MLB,Aaron Nola,SP,Philadelphia Phillies
MLB,Lorenzo Cain,"CF,RF",Kansas City Royals
MLB,Roberto Osuna,RP,Toronto Blue Jays
MLB,Salvador Perez,"C,DH",Kansas City Royals
MLB,Justin Smoak,1B,Toronto Blue Jays
MLB,James Paxton,SP ,Seattle Mariners
MLB,Matt Kemp,"LF,RF,DH",Atlanta Braves
MLB,Hanley Ramirez,"1B,DH",Boston Red Sox
MLB,Mike Moustakas,"3B,DH",Kansas City Royals
MLB,Cole Hamels,SP,Texas Rangers
MLB,Corey Dickerson,"LF,DH",Tampa Bay Rays
MLB,Marcus Stroman,SP,Toronto Blue Jays
MLB,Carlos Gonzalez,RF,Colorado Rockies
MLB,Rougned Odor,2B,Texas Rangers
MLB,Mark Trumbo,"RF,DH",Baltimore Orioles
MLB,Gerrit Cole,SP,Pittsburgh Steelers
MLB,Starling Marte,"LF,CF",Pittsburgh Steelers
MLB,Jon Lester,SP ,Chicago Cubs
MLB,Rich Hill,SP,Los Angeles Dodgers
MLB,Cody Allen,RP,Cleveland Indians
MLB,Gregory Polanco,"LF,RF,CF ",Pittsburgh Steelers
MLB,Odubel Herrera,CF ,Philadelphia Phillies
MLB,Chris Davis,1B,Baltimore Orioles
MLB,Jay Bruce,"1B,RF",Cleveland Indians
MLB,Eric Thames,"1B,LF,RF",Milwaukee Brewers
MLB,Danny Salazar,SP ,Cleveland Indians
MLB,Kenneth Giles,RP,Houston Astros
MLB,Michael Fulmer,SP,Detroit Tigers
MLB,Johnny Cueto,SP ,San Fransisco Giants
MLB,Aroldis Chapman,RP,New Yorks Yankees
MLB,Greg Holland,RP,Colorado Rockies
MLB,Kelvin Herrera,RP,Kansas City Royals
MLB,Alex Bregman,"3B,SS",Houston Astros
MLB,Masahiro Tanaka,SP,New Yorks Yankees
MLB,Edwin Diaz,RP,Seattle Mariners
MLB,Chris Taylor,"2B,3B,SS,LF,CF",Los Angeles Dodgers
MLB,Ian Desmond,"1B,LF,CF",Colorado Rockies
MLB,Ian Kinsler,2B,Detroit Tigers
MLB,Jose Bautista,"RF,3B,DH",Toronto Blue Jays
MLB,Mark Melancon,RP,San Fransisco Giants
MLB,Alexander Colome,RP,Tampa Bay Rays
MLB,Adam Duvall,"LF,RF",Cincinnati Reds
MLB,Danny Duffy,"SP,RP ",Kansas City Royals
MLB,Jason Kipnis,2B ,Cleveland Indians
MLB,Todd Frazier,"1B,3B,DH",New Yorks Yankees
MLB,Gio Gonzalez,SP,Washington Nationals
MLB,Trevor Story,SS,Colorado Rockies
MLB,Luis Severino,"SP,RP",New Yorks Yankees
MLB,Rhys Hoskins,"1B,LF",Philadelphia Phillies
MLB,Lance McCullers,SP ,Houston Astros
MLB,Nomar Mazara,"LF,RF,DH",Texas Rangers
MLB,Zach Britton,RP,Baltimore Orioles
MLB,Ender Inciarte,"LF,CF",Atlanta Braves
MLB,Jeff Samardzija,SP,San Fransisco Giants
MLB,Kole Calhoun,RF,Los Angeles Angels of Anaheim
MLB,Jake Odorizzi,SP,Tampa Bay Rays
MLB,Jameson Taillon,SP,Pittsburgh Steelers
MLB,Marwin Gonzalez,"1B,2B,3B,SS,LF",Houston Astros
MLB,Sean Manaea,SP,Oakland A's
MLB,Eduardo Nunez,"2B,3B,SS,LF",Boston Red Sox
MLB,Kevin Gausman,SP,Baltimore Orioles
